traffic_density,horn_events_per_min,avg_speed,signal_wait_time,weather_condition,road_quality_score,driver_experience_level,stress_index,Risk_Level,Insurance_Premium
119,15.33,27.33,67.29,Rainy,8.18,Intermediate,64.98,Medium,5000
89,10.7,40.55,53.81,Rainy,4.02,Beginner,67.62,High,8000
75,15.5,59.43,37.64,Rainy,3.88,Beginner,68.8,High,8000
81,11.24,50.26,46.72,Foggy,7.7,Beginner,49.91,Medium,5000
22,7.87,66.53,14.94,Clear,4.06,Expert,27.1,Low,3000
103,8.6,43.33,54.25,Clear,10.0,Intermediate,47.0,Medium,5000
74,7.09,46.6,40.21,Clear,7.83,Intermediate,42.7,Medium,5000
21,0.0,74.13,16.59,Foggy,8.38,Intermediate,19.68,Low,3000
80,11.11,47.4,45.51,Hot,6.98,Expert,42.38,Medium,5000
23,4.06,62.61,16.91,Rainy,4.38,Intermediate,25.51,Low,3000
51,6.27,60.05,27.61,Clear,9.75,Beginner,33.69,Low,3000
108,12.04,40.71,56.06,Rainy,8.86,Beginner,73.1,High,8000
101,13.89,41.69,54.37,Rainy,6.09,Intermediate,61.02,Medium,5000
85,9.51,44.46,43.12,Clear,10.0,Expert,36.8,Medium,5000
113,13.44,33.68,61.28,Clear,4.91,Beginner,85.72,High,8000
57,6.23,57.51,36.03,Rainy,10.0,Intermediate,36.16,Medium,5000
33,5.18,66.41,20.81,Clear,8.24,Intermediate,29.83,Low,3000
74,7.75,48.75,41.57,Clear,9.77,Expert,32.63,Low,3000
26,1.07,64.63,13.51,Clear,7.88,Beginner,30.21,Low,3000
47,9.39,67.51,29.43,Hot,4.8,Intermediate,43.59,Medium,5000
37,6.17,73.13,25.65,Clear,7.33,Beginner,29.28,Low,3000
42,3.84,66.52,28.1,Clear,6.48,Beginner,39.77,Medium,5000
33,3.08,62.09,21.91,Rainy,7.02,Expert,18.9,Low,3000
118,14.32,39.1,64.42,Clear,7.78,Intermediate,64.07,Medium,5000
79,12.33,49.41,51.67,Clear,5.8,Expert,48.31,Medium,5000
94,14.37,40.31,52.08,Rainy,6.67,Beginner,69.82,High,8000
118,13.33,40.6,66.04,Clear,6.56,Beginner,84.39,High,8000
13,3.63,89.68,17.27,Rainy,6.71,Intermediate,12.48,Low,3000
42,9.01,60.08,27.3,Clear,7.39,Intermediate,37.82,Medium,5000
19,5.4,71.7,13.41,Clear,8.45,Intermediate,18.14,Low,3000
45,4.48,60.53,28.99,Clear,7.1,Intermediate,34.79,Low,3000
86,11.24,41.75,48.04,Clear,5.27,Intermediate,60.93,Medium,5000
109,10.14,25.22,63.12,Clear,6.94,Intermediate,60.83,Medium,5000
82,13.18,49.16,44.35,Foggy,10.0,Beginner,46.73,Medium,5000
40,8.42,68.33,24.8,Hot,4.72,Intermediate,34.5,Low,3000
13,4.81,71.24,14.1,Clear,8.83,Intermediate,14.82,Low,3000
93,11.23,47.29,50.08,Hot,4.98,Intermediate,60.34,Medium,5000
17,2.84,80.84,10.85,Rainy,7.97,Beginner,17.87,Low,3000
36,6.6,77.3,25.23,Clear,7.85,Beginner,34.81,Low,3000
45,6.5,60.37,32.53,Rainy,6.86,Beginner,40.85,Medium,5000
18,9.27,67.43,15.23,Foggy,5.06,Expert,21.63,Low,3000
52,3.63,62.98,31.53,Foggy,8.99,Intermediate,32.58,Low,3000
33,2.35,72.05,20.68,Foggy,8.04,Intermediate,25.38,Low,3000
46,8.92,67.55,26.13,Foggy,8.76,Intermediate,34.02,Low,3000
50,5.33,59.03,31.27,Rainy,5.48,Beginner,53.38,Medium,5000
113,10.41,27.86,60.71,Clear,7.06,Beginner,85.03,High,8000
103,11.4,42.84,59.09,Clear,5.09,Beginner,71.77,High,8000
35,4.31,62.8,21.79,Clear,7.49,Intermediate,30.02,Low,3000
13,6.06,75.95,9.94,Foggy,6.45,Beginner,25.18,Low,3000
10,2.91,68.52,8.28,Foggy,7.56,Expert,11.94,Low,3000
29,4.33,67.51,19.84,Foggy,5.2,Intermediate,34.95,Low,3000
101,11.97,38.71,55.17,Clear,4.68,Expert,52.48,Medium,5000
54,12.48,61.36,34.26,Rainy,6.33,Beginner,48.66,Medium,5000
97,13.17,34.88,55.98,Rainy,9.97,Intermediate,63.39,Medium,5000
101,11.62,32.52,59.32,Clear,6.24,Intermediate,56.53,Medium,5000
101,14.76,40.08,54.25,Rainy,8.97,Intermediate,60.86,Medium,5000
78,7.79,40.47,39.92,Clear,7.95,Expert,27.85,Low,3000
105,11.7,32.61,58.35,Clear,6.42,Intermediate,61.83,Medium,5000
61,5.9,49.11,34.76,Clear,8.1,Intermediate,39.79,Medium,5000
103,13.42,37.38,59.71,Hot,8.65,Beginner,68.13,High,8000
73,12.74,48.76,39.92,Foggy,6.07,Beginner,57.95,Medium,5000
30,4.78,68.24,21.39,Foggy,5.8,Beginner,36.2,Medium,5000
115,13.45,26.64,58.39,Foggy,6.73,Intermediate,70.5,High,8000
89,11.5,45.41,48.74,Foggy,8.02,Intermediate,54.28,Medium,5000
81,10.11,53.36,44.93,Clear,4.49,Expert,44.47,Medium,5000
85,10.34,44.95,45.31,Rainy,9.19,Intermediate,48.54,Medium,5000
105,14.57,40.84,60.57,Clear,4.21,Beginner,83.33,High,8000
34,6.02,66.87,24.99,Clear,4.89,Expert,35.34,Medium,5000
76,9.66,57.51,42.18,Clear,7.77,Beginner,53.54,Medium,5000
35,2.87,66.34,21.82,Clear,8.19,Beginner,35.15,Medium,5000
109,8.07,30.01,60.69,Clear,8.5,Beginner,79.65,High,8000
90,11.99,50.86,50.72,Clear,7.22,Beginner,68.86,High,8000
36,4.03,70.85,24.91,Clear,7.93,Intermediate,24.58,Low,3000
61,7.82,48.02,33.39,Rainy,7.74,Expert,39.91,Medium,5000
72,9.19,54.1,41.43,Clear,7.62,Beginner,57.77,Medium,5000
95,10.69,32.75,48.93,Rainy,7.37,Intermediate,59.12,Medium,5000
54,6.47,67.73,30.4,Clear,9.91,Beginner,29.94,Low,3000
67,10.56,47.42,31.74,Rainy,10.0,Expert,33.73,Low,3000
47,2.52,65.43,32.82,Clear,10.0,Intermediate,31.05,Low,3000
44,8.44,60.38,27.67,Foggy,7.4,Intermediate,32.98,Low,3000
55,7.62,55.2,27.94,Foggy,8.79,Expert,27.41,Low,3000
80,7.07,48.05,39.62,Hot,6.25,Intermediate,44.67,Medium,5000
12,0.0,73.6,5.83,Clear,10.0,Intermediate,19.8,Low,3000
15,1.01,72.09,12.82,Foggy,6.38,Beginner,28.25,Low,3000
22,3.67,72.64,20.97,Clear,7.02,Intermediate,21.06,Low,3000
55,7.55,57.38,35.79,Clear,9.78,Intermediate,39.21,Medium,5000
88,12.61,36.25,46.97,Foggy,5.82,Intermediate,59.67,Medium,5000
99,11.28,42.83,50.77,Clear,6.52,Intermediate,58.65,Medium,5000
42,8.66,65.52,25.67,Foggy,7.15,Beginner,42.38,Medium,5000
88,11.65,40.07,47.38,Rainy,7.28,Intermediate,50.71,Medium,5000
71,6.7,51.91,41.52,Clear,9.76,Intermediate,42.78,Medium,5000
72,14.36,55.48,44.9,Rainy,8.39,Intermediate,39.37,Medium,5000
65,11.43,57.28,38.61,Clear,6.31,Expert,41.78,Medium,5000
48,6.65,56.0,34.51,Rainy,7.36,Intermediate,40.47,Medium,5000
69,9.14,53.93,44.5,Clear,7.29,Intermediate,44.82,Medium,5000
114,15.85,29.98,57.13,Hot,5.04,Beginner,88.99,High,8000
87,14.96,49.34,44.37,Clear,5.25,Beginner,71.26,High,8000
92,15.43,46.19,54.42,Rainy,9.11,Intermediate,47.93,Medium,5000
101,11.39,37.03,51.81,Rainy,6.06,Beginner,75.16,High,8000
33,4.5,63.4,17.62,Rainy,7.75,Beginner,33.84,Low,3000
59,10.59,54.22,35.93,Clear,6.16,Intermediate,44.72,Medium,5000
114,22.13,41.32,62.3,Rainy,4.11,Intermediate,71.75,High,8000
42,11.87,73.47,23.7,Rainy,3.37,Intermediate,40.29,Medium,5000
85,11.3,53.13,46.22,Rainy,6.77,Intermediate,54.55,Medium,5000
83,11.99,34.87,45.17,Rainy,7.56,Expert,44.88,Medium,5000
16,1.06,68.94,12.33,Clear,8.96,Intermediate,14.68,Low,3000
55,7.74,66.69,35.95,Clear,6.04,Intermediate,37.92,Medium,5000
71,8.0,52.86,42.1,Clear,9.97,Intermediate,42.07,Medium,5000
10,2.03,74.31,5.74,Clear,5.08,Beginner,26.2,Low,3000
88,11.52,47.61,50.67,Rainy,8.88,Intermediate,50.09,Medium,5000
74,8.99,52.09,47.28,Clear,7.98,Beginner,52.46,Medium,5000
54,13.83,56.34,30.54,Foggy,5.56,Beginner,45.82,Medium,5000
93,10.39,40.23,49.19,Hot,6.29,Intermediate,55.07,Medium,5000
64,12.78,58.63,35.67,Rainy,7.95,Beginner,53.92,Medium,5000
75,6.84,48.36,45.07,Rainy,8.16,Intermediate,45.7,Medium,5000
76,9.49,48.26,47.69,Clear,9.74,Beginner,51.57,Medium,5000
109,12.21,32.74,58.93,Hot,9.65,Expert,45.17,Medium,5000
89,5.94,53.32,47.79,Clear,9.61,Beginner,55.38,Medium,5000
63,10.0,57.55,34.57,Rainy,5.83,Intermediate,42.97,Medium,5000
102,9.84,37.23,60.1,Clear,5.1,Intermediate,62.03,Medium,5000
117,11.9,41.47,62.19,Clear,5.6,Beginner,73.6,High,8000
109,17.29,30.87,57.31,Foggy,6.55,Intermediate,60.81,Medium,5000
72,8.16,41.43,45.81,Clear,5.42,Intermediate,51.49,Medium,5000
63,7.4,48.74,38.4,Clear,5.28,Intermediate,43.38,Medium,5000
117,12.44,30.26,62.06,Clear,5.15,Expert,55.37,Medium,5000
112,11.91,25.35,60.19,Rainy,8.89,Beginner,69.92,High,8000
61,8.48,56.09,37.66,Foggy,7.84,Intermediate,38.49,Medium,5000
63,7.3,55.28,37.65,Foggy,6.96,Intermediate,41.07,Medium,5000
76,8.66,46.66,43.17,Rainy,4.35,Intermediate,55.43,Medium,5000
46,7.6,62.74,32.76,Clear,9.01,Intermediate,33.71,Low,3000
117,17.65,36.73,64.71,Clear,4.46,Intermediate,79.78,High,8000
21,0.28,79.32,17.96,Rainy,8.38,Expert,20.19,Low,3000
68,8.27,57.74,36.32,Clear,6.07,Beginner,49.67,Medium,5000
29,5.54,67.91,20.8,Clear,4.49,Intermediate,35.0,Medium,5000
96,6.16,32.87,55.13,Clear,6.42,Intermediate,59.35,Medium,5000
95,10.51,44.96,53.71,Clear,4.86,Intermediate,59.65,Medium,5000
41,8.6,55.22,23.67,Clear,6.74,Beginner,45.89,Medium,5000
80,9.0,54.39,41.73,Clear,9.25,Expert,40.93,Medium,5000
95,10.26,43.84,52.3,Clear,5.83,Beginner,73.8,High,8000
53,10.68,59.65,32.41,Foggy,5.41,Expert,40.02,Medium,5000
75,7.3,48.2,42.72,Clear,7.76,Beginner,52.78,Medium,5000
87,19.74,36.59,49.22,Foggy,1.4,Beginner,83.62,High,8000
64,8.37,61.17,40.09,Hot,8.76,Intermediate,35.31,Medium,5000
25,0.01,76.29,16.08,Clear,7.83,Beginner,27.03,Low,3000
97,13.36,40.59,53.71,Clear,8.33,Intermediate,59.07,Medium,5000
80,8.39,44.12,42.38,Clear,5.57,Beginner,58.06,Medium,5000
77,11.04,51.64,48.39,Clear,4.71,Intermediate,52.24,Medium,5000
61,8.71,52.29,32.31,Rainy,10.0,Beginner,44.17,Medium,5000
46,11.15,60.52,32.06,Foggy,8.07,Beginner,48.35,Medium,5000
55,9.33,57.86,31.82,Rainy,5.64,Beginner,50.29,Medium,5000
50,6.99,59.0,27.41,Clear,6.91,Intermediate,38.76,Medium,5000
14,9.3,73.53,9.25,Rainy,3.92,Expert,20.33,Low,3000
75,8.95,51.2,43.75,Rainy,10.0,Beginner,53.49,Medium,5000
14,4.55,77.8,16.85,Rainy,5.88,Intermediate,29.05,Low,3000
72,10.99,51.1,45.06,Clear,4.08,Intermediate,50.98,Medium,5000
12,0.88,70.97,12.34,Rainy,8.16,Intermediate,24.53,Low,3000
115,13.71,35.87,67.77,Rainy,8.64,Intermediate,72.31,High,8000
17,1.52,72.34,11.43,Foggy,9.23,Expert,13.01,Low,3000
35,5.44,59.89,24.78,Clear,5.82,Intermediate,38.48,Medium,5000
83,13.46,47.27,47.84,Clear,7.26,Intermediate,51.66,Medium,5000
107,19.38,41.53,62.44,Foggy,5.79,Intermediate,70.37,High,8000
119,14.59,26.01,64.36,Clear,8.25,Intermediate,66.81,High,8000
109,13.41,33.6,52.47,Clear,6.96,Intermediate,69.56,High,8000
62,5.19,56.36,39.76,Foggy,10.0,Expert,28.04,Low,3000
85,9.49,52.16,49.6,Clear,7.19,Intermediate,48.26,Medium,5000
93,8.49,42.3,47.46,Clear,8.75,Beginner,59.0,Medium,5000
38,6.23,61.5,21.78,Rainy,7.78,Beginner,30.15,Low,3000
23,5.0,72.59,15.42,Rainy,4.05,Beginner,35.89,Medium,5000
14,6.72,78.52,12.15,Rainy,5.81,Intermediate,27.25,Low,3000
36,3.1,68.35,23.74,Clear,5.33,Intermediate,35.53,Medium,5000
77,9.49,51.96,43.38,Foggy,6.94,Intermediate,51.09,Medium,5000
38,4.86,70.14,27.55,Foggy,7.29,Intermediate,37.97,Medium,5000
12,0.0,73.91,10.07,Clear,8.92,Beginner,23.27,Low,3000
106,12.65,34.05,66.22,Rainy,3.74,Intermediate,69.2,High,8000
39,6.76,69.66,20.65,Rainy,10.0,Intermediate,30.61,Low,3000
109,13.59,47.41,59.36,Clear,6.7,Intermediate,63.78,Medium,5000
18,0.48,77.62,14.85,Rainy,9.2,Intermediate,16.27,Low,3000
10,4.67,74.05,11.62,Clear,5.72,Intermediate,26.11,Low,3000
32,7.29,63.28,16.67,Clear,5.45,Intermediate,32.23,Low,3000
76,7.33,49.62,42.84,Clear,7.32,Intermediate,43.53,Medium,5000
41,11.03,70.92,19.31,Foggy,3.58,Beginner,43.83,Medium,5000
97,12.82,39.04,51.41,Hot,10.0,Intermediate,43.73,Medium,5000
15,0.52,67.19,13.12,Clear,10.0,Intermediate,10.0,Low,3000
86,11.0,47.8,41.76,Clear,4.3,Expert,42.91,Medium,5000
58,5.52,58.76,27.79,Clear,8.5,Expert,26.96,Low,3000
24,8.3,71.76,14.12,Rainy,4.51,Intermediate,32.23,Low,3000
67,5.44,58.3,36.58,Clear,7.37,Intermediate,44.79,Medium,5000
62,10.49,57.73,37.2,Rainy,7.41,Intermediate,42.26,Medium,5000
39,4.42,67.8,20.22,Foggy,10.0,Beginner,33.03,Low,3000
85,14.72,46.35,47.61,Rainy,8.25,Intermediate,53.58,Medium,5000
49,8.93,61.41,28.09,Clear,6.29,Beginner,39.52,Medium,5000
68,11.26,51.61,41.93,Rainy,5.31,Intermediate,47.82,Medium,5000
72,11.35,48.0,41.61,Clear,7.49,Beginner,55.48,Medium,5000
57,8.58,53.67,35.43,Clear,6.41,Beginner,48.06,Medium,5000
108,11.93,38.32,59.79,Clear,4.97,Beginner,82.71,High,8000
101,10.16,48.6,58.32,Clear,9.34,Intermediate,52.93,Medium,5000
77,13.68,48.98,38.59,Foggy,8.01,Intermediate,45.72,Medium,5000
16,3.21,69.73,12.61,Clear,8.82,Expert,10.66,Low,3000
56,3.38,57.41,34.2,Rainy,10.0,Intermediate,33.13,Low,3000
52,8.16,51.02,36.11,Rainy,5.15,Intermediate,43.66,Medium,5000
25,6.9,79.26,15.81,Clear,6.2,Intermediate,21.94,Low,3000
31,9.12,65.88,25.09,Clear,7.28,Intermediate,29.22,Low,3000
72,8.68,49.84,42.5,Foggy,8.25,Beginner,55.01,Medium,5000
55,7.68,55.92,30.95,Clear,8.82,Intermediate,29.65,Low,3000
54,2.19,55.62,35.03,Rainy,7.85,Intermediate,34.08,Low,3000
50,12.24,65.46,32.27,Foggy,5.71,Beginner,53.06,Medium,5000
34,6.03,65.65,24.74,Rainy,7.45,Intermediate,34.47,Low,3000
59,8.06,45.89,31.77,Rainy,8.42,Intermediate,38.09,Medium,5000
76,12.56,48.08,41.71,Clear,6.8,Expert,46.93,Medium,5000
61,5.78,60.45,35.8,Clear,7.93,Intermediate,38.95,Medium,5000
95,10.39,41.58,56.19,Clear,9.12,Beginner,63.49,Medium,5000
40,9.95,64.37,29.69,Hot,7.27,Intermediate,37.52,Medium,5000
46,5.24,73.46,30.55,Rainy,7.27,Beginner,42.47,Medium,5000
31,5.11,67.69,22.33,Clear,6.39,Expert,20.66,Low,3000
36,8.29,62.34,24.2,Foggy,9.25,Intermediate,25.17,Low,3000
11,4.91,67.94,12.64,Foggy,8.12,Intermediate,22.67,Low,3000
31,6.6,66.07,20.35,Foggy,7.4,Beginner,31.83,Low,3000
62,8.37,67.36,36.26,Clear,6.4,Expert,33.81,Low,3000
26,4.02,62.76,14.0,Clear,8.31,Intermediate,27.6,Low,3000
65,9.92,45.24,36.83,Rainy,8.17,Beginner,50.0,Medium,5000
93,8.34,48.05,52.36,Clear,7.43,Intermediate,56.13,Medium,5000
97,15.28,48.73,53.17,Foggy,9.0,Intermediate,56.64,Medium,5000
118,17.31,30.81,61.46,Rainy,7.04,Beginner,83.27,High,8000
40,2.53,66.45,24.21,Clear,8.12,Beginner,31.42,Low,3000
52,7.31,58.53,29.66,Clear,6.07,Intermediate,43.18,Medium,5000
81,13.26,48.97,50.78,Rainy,7.91,Beginner,58.54,Medium,5000
62,5.98,63.33,35.51,Clear,4.23,Expert,48.8,Medium,5000
14,2.35,76.53,14.29,Clear,3.43,Intermediate,35.32,Medium,5000
11,5.96,83.08,13.97,Hot,5.38,Intermediate,28.17,Low,3000
68,9.83,52.41,43.19,Rainy,6.4,Expert,35.04,Medium,5000
13,5.49,74.67,16.23,Clear,8.11,Intermediate,22.31,Low,3000
108,10.65,36.8,54.68,Clear,6.76,Intermediate,67.94,High,8000
43,7.89,53.86,27.09,Clear,8.01,Beginner,50.21,Medium,5000
76,12.48,38.65,49.71,Rainy,7.16,Beginner,62.64,Medium,5000
93,13.68,45.89,56.97,Hot,5.49,Beginner,59.67,Medium,5000
82,6.72,49.74,47.05,Clear,10.0,Beginner,52.69,Medium,5000
15,3.34,80.88,8.38,Clear,5.7,Expert,17.54,Low,3000
67,10.35,51.49,37.18,Clear,6.41,Intermediate,37.62,Medium,5000
56,5.99,65.23,33.77,Clear,9.53,Beginner,36.94,Medium,5000
14,6.43,76.17,12.87,Rainy,6.71,Beginner,23.11,Low,3000
70,6.62,54.06,36.86,Clear,9.22,Intermediate,38.62,Medium,5000
114,16.6,35.63,58.47,Rainy,8.97,Expert,50.05,Medium,5000
65,9.15,57.46,39.63,Rainy,4.3,Intermediate,54.53,Medium,5000
111,9.8,39.65,60.82,Clear,8.13,Beginner,62.77,Medium,5000
44,10.74,61.84,27.17,Foggy,7.5,Intermediate,32.59,Low,3000
104,8.74,37.76,53.82,Rainy,6.75,Intermediate,62.88,Medium,5000
22,8.9,78.99,15.58,Rainy,3.04,Beginner,35.57,Medium,5000
35,6.21,64.25,23.74,Clear,7.94,Intermediate,33.91,Low,3000
95,15.24,38.35,57.5,Rainy,6.88,Expert,50.15,Medium,5000
105,12.56,36.17,62.47,Rainy,6.38,Beginner,76.36,High,8000
73,9.27,54.86,45.05,Rainy,6.86,Intermediate,45.81,Medium,5000
88,8.55,48.64,43.41,Clear,6.81,Beginner,60.83,Medium,5000
20,4.21,64.07,17.84,Clear,6.39,Beginner,25.23,Low,3000
71,4.32,53.38,41.52,Clear,7.3,Intermediate,46.92,Medium,5000
89,8.74,43.59,49.25,Clear,7.05,Beginner,64.69,Medium,5000
56,6.18,66.24,30.74,Clear,6.66,Intermediate,29.1,Low,3000
79,7.94,54.64,45.04,Clear,4.46,Beginner,59.16,Medium,5000
119,13.06,30.82,64.55,Rainy,7.95,Beginner,78.38,High,8000
84,10.87,52.83,47.5,Clear,5.41,Intermediate,54.33,Medium,5000
67,7.35,58.75,32.43,Clear,6.53,Intermediate,40.89,Medium,5000
19,8.09,73.09,17.66,Rainy,9.31,Intermediate,28.32,Low,3000
25,3.03,76.73,21.31,Clear,7.1,Intermediate,25.58,Low,3000
21,6.66,77.76,13.88,Clear,8.52,Intermediate,21.96,Low,3000
80,15.85,47.19,48.67,Rainy,4.76,Expert,51.91,Medium,5000
112,15.89,36.62,56.64,Rainy,5.47,Beginner,69.55,High,8000
100,7.22,41.93,59.05,Clear,10.0,Intermediate,39.02,Medium,5000
97,10.0,42.21,50.57,Clear,10.0,Beginner,51.51,Medium,5000
59,9.01,57.48,30.98,Clear,1.76,Expert,40.11,Medium,5000
24,2.23,63.65,16.55,Clear,6.52,Beginner,24.76,Low,3000
68,7.44,53.56,38.2,Rainy,6.11,Beginner,56.71,Medium,5000
79,6.98,41.97,45.54,Clear,6.09,Beginner,61.66,Medium,5000
71,10.57,52.22,37.77,Clear,4.92,Intermediate,60.9,Medium,5000
92,11.88,46.99,47.8,Rainy,7.25,Intermediate,56.06,Medium,5000
81,9.1,44.04,49.93,Clear,9.47,Intermediate,54.33,Medium,5000
71,12.25,42.69,38.75,Foggy,9.46,Intermediate,27.32,Low,3000
109,14.32,35.17,58.44,Clear,6.03,Expert,52.47,Medium,5000
59,10.56,54.38,34.55,Rainy,3.8,Intermediate,51.21,Medium,5000
86,12.51,48.83,48.79,Foggy,7.62,Beginner,68.13,High,8000
63,9.56,45.75,31.69,Clear,4.86,Intermediate,46.67,Medium,5000
63,7.51,49.28,39.34,Rainy,8.52,Beginner,52.81,Medium,5000
106,12.5,37.19,56.84,Foggy,9.36,Expert,51.7,Medium,5000
105,13.21,34.05,57.21,Clear,6.42,Intermediate,75.4,High,8000
37,9.42,60.63,23.77,Foggy,3.77,Expert,32.88,Low,3000
113,18.67,39.96,63.7,Foggy,5.43,Intermediate,63.38,Medium,5000
60,3.96,50.68,41.87,Clear,7.34,Intermediate,40.78,Medium,5000
83,9.18,45.28,47.55,Clear,7.91,Intermediate,50.75,Medium,5000
42,5.84,58.52,31.07,Clear,7.52,Beginner,42.77,Medium,5000
10,0.0,73.47,7.35,Foggy,4.0,Intermediate,30.47,Low,3000
94,11.33,45.6,45.4,Clear,7.14,Intermediate,52.66,Medium,5000
78,9.09,46.19,48.15,Clear,9.06,Beginner,56.37,Medium,5000
10,3.39,80.94,16.77,Hot,4.96,Beginner,30.16,Low,3000
64,8.06,48.68,43.64,Rainy,5.03,Expert,44.35,Medium,5000
94,12.71,34.48,55.05,Hot,3.57,Intermediate,57.07,Medium,5000
98,12.87,43.63,56.6,Clear,2.31,Intermediate,66.63,High,8000
93,12.13,40.94,48.1,Hot,6.66,Expert,45.81,Medium,5000
54,6.35,62.61,30.85,Hot,5.8,Intermediate,35.85,Medium,5000
82,11.37,44.68,52.64,Clear,5.75,Beginner,69.34,High,8000
89,7.74,45.07,51.37,Clear,8.49,Intermediate,49.97,Medium,5000
101,13.56,39.1,60.41,Hot,6.72,Expert,56.43,Medium,5000
49,3.89,66.02,26.49,Foggy,10.0,Intermediate,33.16,Low,3000
119,15.34,22.07,63.48,Clear,9.19,Intermediate,60.72,Medium,5000
70,14.1,54.59,41.05,Foggy,9.65,Beginner,53.47,Medium,5000
45,2.72,57.14,26.29,Clear,9.39,Beginner,34.76,Low,3000
112,9.99,33.32,58.58,Hot,9.67,Intermediate,50.6,Medium,5000
33,4.91,65.58,22.89,Clear,6.32,Beginner,32.24,Low,3000
89,14.4,46.6,48.64,Hot,4.38,Intermediate,65.56,High,8000
23,5.27,64.94,18.73,Clear,7.41,Intermediate,25.67,Low,3000
107,9.53,38.33,60.3,Clear,6.69,Intermediate,64.16,Medium,5000
97,15.03,41.31,51.35,Rainy,9.79,Beginner,66.4,High,8000
84,3.04,49.19,49.66,Clear,7.83,Intermediate,43.75,Medium,5000
118,11.63,37.96,63.38,Clear,8.57,Intermediate,58.62,Medium,5000
109,13.61,40.28,59.62,Clear,5.91,Intermediate,59.61,Medium,5000
10,4.01,70.38,7.47,Rainy,5.03,Intermediate,18.43,Low,3000
56,5.96,55.14,34.87,Rainy,5.43,Expert,29.17,Low,3000
85,10.44,53.62,48.06,Clear,5.31,Intermediate,50.53,Medium,5000
30,6.96,68.75,15.68,Clear,5.54,Intermediate,30.4,Low,3000
82,13.97,49.16,40.76,Rainy,7.62,Intermediate,58.73,Medium,5000
48,4.2,52.56,28.05,Clear,6.14,Intermediate,33.1,Low,3000
12,2.81,74.59,13.56,Clear,8.65,Intermediate,13.41,Low,3000
25,0.0,73.08,17.63,Clear,8.91,Intermediate,23.15,Low,3000
77,8.74,50.67,45.45,Clear,6.7,Intermediate,52.24,Medium,5000
35,4.43,62.55,21.14,Foggy,10.0,Beginner,28.44,Low,3000
119,14.19,30.46,67.17,Hot,6.14,Expert,53.76,Medium,5000
63,9.92,51.46,37.68,Clear,7.15,Beginner,44.93,Medium,5000
22,5.3,69.28,14.84,Clear,9.35,Intermediate,25.84,Low,3000
70,11.98,57.14,47.07,Clear,6.85,Beginner,53.28,Medium,5000
29,0.08,62.35,16.48,Foggy,8.36,Beginner,25.65,Low,3000
92,15.76,40.01,48.94,Foggy,5.11,Intermediate,54.86,Medium,5000
36,7.13,61.21,25.28,Clear,5.25,Beginner,40.78,Medium,5000
11,0.0,81.52,6.61,Clear,9.18,Intermediate,17.33,Low,3000
19,2.05,74.79,11.65,Rainy,8.22,Intermediate,15.4,Low,3000
69,9.54,59.96,42.16,Clear,3.08,Beginner,67.65,High,8000
98,13.96,37.13,52.01,Hot,7.16,Intermediate,49.18,Medium,5000
28,8.09,61.22,17.63,Foggy,3.62,Expert,27.55,Low,3000
24,6.14,75.22,24.43,Clear,3.06,Intermediate,34.03,Low,3000
112,16.77,40.41,61.84,Hot,6.51,Expert,48.87,Medium,5000
56,10.33,62.31,37.95,Rainy,6.28,Intermediate,46.17,Medium,5000
33,3.35,61.33,17.35,Foggy,9.84,Beginner,31.96,Low,3000
25,4.01,63.55,20.92,Hot,6.09,Intermediate,26.28,Low,3000
90,10.62,48.11,52.21,Clear,6.9,Beginner,64.01,Medium,5000
69,5.79,49.31,40.65,Clear,9.43,Intermediate,40.96,Medium,5000
89,10.73,47.63,47.71,Hot,7.13,Intermediate,54.67,Medium,5000
91,11.01,51.29,49.12,Hot,7.41,Expert,43.17,Medium,5000
58,5.75,50.53,36.78,Hot,6.81,Expert,29.64,Low,3000
13,4.74,80.38,16.24,Clear,3.24,Beginner,36.63,Medium,5000
75,7.6,53.0,41.74,Clear,10.0,Beginner,45.31,Medium,5000
58,7.94,52.62,34.4,Clear,3.02,Intermediate,52.53,Medium,5000
40,5.31,61.73,25.0,Clear,7.14,Intermediate,29.04,Low,3000
75,9.79,52.68,39.89,Rainy,9.0,Beginner,49.83,Medium,5000
63,3.74,54.35,35.61,Clear,8.35,Intermediate,41.41,Medium,5000
11,0.0,84.44,5.79,Clear,9.72,Intermediate,18.7,Low,3000
70,7.19,52.1,37.66,Hot,9.44,Intermediate,41.16,Medium,5000
24,6.22,71.23,16.01,Rainy,7.78,Expert,22.22,Low,3000
69,8.11,47.03,35.58,Clear,7.14,Beginner,44.88,Medium,5000
52,3.22,53.0,35.77,Rainy,9.37,Beginner,50.18,Medium,5000
102,17.25,34.7,54.36,Foggy,3.04,Intermediate,66.82,High,8000
107,11.39,44.79,62.08,Clear,4.99,Expert,54.59,Medium,5000
49,5.43,51.98,36.21,Clear,7.73,Intermediate,33.92,Low,3000
105,18.17,37.51,60.86,Rainy,6.61,Intermediate,71.85,High,8000
94,11.41,44.36,53.35,Rainy,6.51,Intermediate,57.02,Medium,5000
39,6.1,68.81,28.24,Clear,5.29,Beginner,40.35,Medium,5000
72,8.14,57.75,39.25,Clear,4.33,Intermediate,47.47,Medium,5000
33,7.8,69.43,19.6,Clear,6.67,Beginner,33.49,Low,3000
53,5.15,49.01,34.14,Hot,5.5,Beginner,54.12,Medium,5000
